ALUA ,BMA ,BPAT ,FRAN ,EDN ,GGAL ,PAMP ,PESA ,APBR ,ERAR ,TECO2 ,TS ,TRAN 
0.0059,0.0299,0.0123,0.0107,-0.0064,0.0070,0.0151,-0.0025,0.0341,0.0119,0.0203,0.0401,0.0079
